No.,Top1_sent,Top2_sent,Top3_sent,Top4_sent,Top5_sent,Top6_sent,Top7_sent,Top8_sent,Top9_sent,Top10_sent,Top11_sent,Top12_sent,Top13_sent,Top14_sent,Top15_sent,Top16_sent,Top17_sent,Top18_sent,Top19_sent,Top20_sent,Label
250,0,-1,-1,0,1,-1,-1,0,1,0,1,-1,0,0,0,-1,0,0,0,0,0
251,1,0,0,1,1,0,-1,1,1,1,1,0,-1,0,1,0,1,1,-1,0,0
252,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,0,1,0,0,0,-1,-1,1
253,0,1,0,1,1,0,0,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,0,0
254,0,0,-1,1,-1,0,-1,1,-1,-1,-1,0,-1,1,0,1,0,-1,-1,0,0
255,0,-1,0,0,1,1,0,0,1,1,0,-1,-1,1,1,0,0,1,0,0,1
256,0,-1,0,0,1,0,0,0,-1,1,0,0,0,0,-1,1,0,0,0,1,1
257,0,0,1,-1,-1,1,0,0,1,1,0,0,0,1,0,0,1,0,-1,0,0
258,0,-1,0,-1,-1,1,0,-1,-1,1,0,1,0,1,1,-1,0,0,0,0,0
259,1,0,1,-1,0,-1,0,0,0,-1,0,-1,-1,1,1,1,0,0,0,-1,1
260,1,1,-1,1,0,0,1,0,1,1,1,0,0,-1,0,0,0,1,1,1,1
261,0,-1,0,-1,1,0,1,-1,0,0,0,1,1,-1,0,1,0,1,0,-1,1
262,1,-1,-1,0,-1,1,0,0,-1,1,1,-1,0,-1,0,1,1,0,-1,1,1
263,-1,0,0,0,1,0,0,1,0,1,0,0,0,1,-1,1,0,1,0,0,1
264,-1,0,0,0,0,1,1,0,0,0,0,1,-1,0,-1,-1,1,0,1,1,1
265,0,0,-1,1,-1,0,-1,0,0,0,1,-1,1,1,-1,-1,0,-1,0,0,1
266,0,-1,0,1,-1,0,-1,0,1,1,-1,0,-1,1,0,0,0,1,-1,-1,1
267,1,1,1,1,-1,1,0,0,-1,0,-1,-1,1,-1,0,0,-1,-1,1,1,0
268,0,-1,-1,0,-1,1,1,1,1,0,1,0,0,1,-1,1,-1,1,1,0,0
269,1,-1,0,1,1,-1,1,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0
270,-1,1,1,1,-1,1,0,1,-1,-1,1,1,1,-1,1,0,0,0,0,0,0
271,0,1,0,1,-1,0,0,-1,-1,0,-1,1,0,-1,-1,-1,1,0,1,0,1
272,-1,0,0,-1,1,-1,0,-1,0,1,-1,1,1,1,0,1,0,1,0,0,1
273,1,0,1,0,1,-1,1,1,1,0,0,1,1,1,-1,1,1,0,0,1,1
274,-1,0,1,1,0,0,-1,-1,1,0,0,1,0,-1,1,0,0,1,0,-1,1
275,-1,1,-1,-1,0,-1,0,-1,0,1,-1,1,1,0,1,0,1,1,0,1,1
276,0,0,1,-1,-1,1,0,-1,1,0,1,1,-1,1,1,0,0,0,1,0,0
277,-1,1,1,-1,1,0,1,1,1,-1,-1,-1,-1,1,1,-1,1,0,0,-1,1
278,-1,1,-1,1,0,1,0,0,1,0,0,1,1,0,-1,1,1,0,0,0,1
279,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
280,-1,1,1,0,0,0,-1,1,1,0,1,-1,1,1,0,0,1,0,0,0,0
281,-1,-1,-1,1,0,1,-1,0,-1,0,1,0,1,0,0,0,1,-1,1,1,1
282,1,1,-1,1,1,0,0,1,0,0,1,0,1,-1,0,0,0,-1,-1,1,0
283,1,1,1,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,-1,0,0,0,1
284,0,-1,1,-1,0,1,1,1,1,-1,0,1,1,-1,-1,1,1,0,0,1,0
285,0,1,1,0,-1,1,1,1,0,-1,-1,1,-1,1,1,1,-1,-1,1,0,0
286,0,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,0,1,-1,0,0,0,0
287,1,0,1,0,-1,0,-1,1,1,-1,0,1,1,0,-1,0,0,1,-1,0,1
288,1,0,-1,-1,1,1,-1,0,1,-1,0,1,0,0,-1,-1,1,1,1,1,0
289,-1,0,1,-1,0,1,0,1,1,-1,1,1,0,0,1,-1,0,1,0,0,0
290,1,0,0,0,1,0,1,1,1,-1,0,-1,0,0,0,1,-1,1,1,-1,0
291,1,0,0,0,0,1,-1,0,0,-1,0,1,-1,0,1,-1,0,-1,1,1,0
292,0,-1,-1,1,-1,1,-1,1,-1,1,0,0,0,1,1,1,-1,-1,0,-1,1
293,0,0,1,1,0,0,1,1,0,0,0,0,1,-1,-1,1,-1,1,1,0,1
294,1,-1,1,0,0,1,1,0,0,-1,-1,-1,-1,0,0,1,-1,1,1,-1,0
295,1,0,1,0,-1,1,-1,1,1,0,0,1,1,0,0,0,0,1,1,0,1
296,0,1,0,1,1,1,0,0,0,1,0,0,-1,1,0,1,0,1,1,0,1
297,0,0,1,1,1,0,0,0,0,0,-1,0,0,1,1,-1,0,0,1,0,1
298,0,0,-1,-1,-1,1,0,0,-1,0,0,0,0,1,0,0,0,0,-1,1,0
299,1,0,1,-1,1,0,1,-1,0,-1,0,1,0,0,1,-1,1,0,1,-1,1
300,-1,0,0,0,1,-1,1,-1,-1,-1,1,1,0,1,1,0,-1,1,0,0,1
301,0,1,0,0,0,1,0,0,0,1,1,-1,-1,0,-1,0,1,0,1,1,0
302,-1,1,1,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,-1,1,1
303,-1,-1,1,0,0,1,-1,1,1,0,0,-1,1,0,1,-1,0,1,0,1,0
304,1,0,-1,0,0,1,1,0,0,-1,0,0,0,-1,-1,0,1,1,0,0,0
305,-1,0,0,0,1,0,-1,0,1,1,1,-1,0,1,-1,0,0,0,-1,0,1
306,-1,1,0,-1,1,1,-1,0,-1,1,1,1,0,-1,1,1,1,1,1,0,0
307,-1,1,0,1,-1,1,0,-1,1,0,0,0,0,1,0,0,1,0,-1,-1,0
308,1,-1,1,-1,1,0,-1,0,1,-1,0,0,-1,0,0,1,-1,-1,-1,0,1
309,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,-1,0,1,1,1,0,1,0
310,0,-1,0,0,-1,0,0,1,0,-1,0,1,1,-1,0,0,0,0,1,-1,1
311,0,0,0,1,0,-1,1,1,0,1,1,1,0,-1,0,0,-1,0,1,1,0
312,1,1,-1,0,0,0,0,-1,0,0,-1,-1,1,0,-1,0,0,-1,0,0,1
313,1,-1,0,-1,0,1,0,-1,0,0,1,-1,1,0,-1,0,-1,-1,0,1,0
314,0,0,0,-1,0,0,-1,0,0,1,1,0,0,0,-1,0,0,-1,1,1,1
315,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,1,1,1
316,0,-1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,0,-1,1,-1,-1,1
317,1,0,1,1,0,0,0,1,0,-1,0,0,1,0,1,0,-1,-1,-1,0,1
318,0,-1,1,0,1,1,0,1,1,0,-1,-1,0,0,1,1,1,-1,0,-1,1
319,0,1,1,1,1,0,1,-1,1,-1,-1,0,-1,1,0,1,1,0,0,-1,1
320,0,0,1,0,1,-1,-1,0,0,0,1,-1,1,0,-1,-1,0,1,0,1,0
321,1,1,1,0,1,1,0,-1,0,-1,-1,-1,-1,1,1,1,1,0,0,1,1
322,0,-1,-1,1,0,0,1,1,-1,0,1,1,1,0,1,-1,-1,1,1,1,1
323,0,0,0,1,1,-1,1,0,0,-1,0,-1,1,0,0,1,1,-1,1,1,1
324,0,0,1,0,-1,1,0,0,0,0,0,-1,0,0,-1,-1,0,0,1,-1,0
325,-1,-1,-1,1,0,1,-1,0,0,1,0,0,0,0,0,-1,1,0,-1,-1,0
326,-1,0,0,-1,-1,0,1,0,0,0,-1,1,-1,0,1,0,0,0,0,-1,0
327,1,-1,0,0,0,0,-1,1,-1,0,-1,0,-1,0,0,1,-1,-1,-1,-1,1
328,0,1,0,0,1,0,1,0,-1,0,-1,-1,1,0,0,1,0,1,0,0,0
329,-1,1,0,1,0,1,0,-1,0,-1,1,1,1,0,0,1,0,0,0,-1,1
330,-1,-1,1,1,1,-1,1,0,0,1,1,1,1,0,-1,0,0,1,0,0,0
331,1,0,-1,-1,0,1,1,-1,0,-1,0,-1,0,0,1,1,0,1,-1,-1,1
332,1,1,1,1,-1,0,-1,-1,-1,0,1,1,0,1,0,-1,0,1,0,-1,1
333,-1,1,0,0,1,0,0,-1,0,-1,0,0,1,1,0,-1,-1,1,1,1,0
334,-1,1,-1,1,1,0,0,-1,0,1,0,-1,1,-1,-1,0,0,1,-1,0,0
335,0,1,-1,-1,-1,1,0,1,0,0,0,-1,-1,0,0,0,0,1,-1,0,1
336,0,-1,1,1,-1,-1,1,0,0,0,1,0,0,1,1,1,-1,1,-1,0,1
337,1,1,1,0,0,1,0,0,1,-1,1,1,1,0,0,0,1,0,1,0,0
338,-1,1,1,0,1,0,0,1,1,-1,1,0,1,0,0,0,0,0,1,1,1
339,1,-1,-1,-1,1,0,1,1,1,-1,1,-1,0,0,1,-1,0,0,1,0,1
340,-1,0,0,0,0,1,1,-1,1,1,-1,-1,1,-1,-1,0,-1,0,0,0,1
341,0,0,1,0,1,1,1,1,-1,1,0,0,0,-1,1,0,-1,-1,-1,0,1
342,0,0,1,0,-1,0,1,-1,-1,0,0,0,1,1,-1,1,-1,0,0,0,0
343,0,0,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0,0,0
344,-1,0,-1,0,1,0,-1,1,-1,1,1,1,1,0,-1,0,-1,1,-1,0,0
345,0,1,1,-1,0,1,0,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,0,1
346,1,0,1,1,0,0,1,-1,0,0,1,0,-1,0,-1,1,0,0,0,0,1
347,0,0,0,1,1,-1,1,0,1,0,1,0,0,1,-1,0,1,-1,1,0,1
348,0,1,0,-1,0,-1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
349,-1,1,0,-1,0,-1,0,1,1,1,0,0,-1,-1,-1,-1,0,0,1,0,1
350,1,1,0,-1,1,1,1,-1,0,0,1,0,1,-1,-1,1,-1,1,-1,1,1
351,1,0,0,0,0,-1,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,0,0,0,0
352,0,-1,-1,0,-1,1,1,1,0,0,-1,-1,1,1,0,-1,1,1,-1,0,1
353,1,-1,0,-1,-1,0,-1,-1,1,0,-1,0,-1,-1,1,1,0,-1,0,1,0
354,1,1,-1,1,0,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,0,-1,1,1,1
355,1,1,-1,0,0,0,0,0,0,-1,0,1,-1,-1,-1,0,1,0,0,0,0
356,-1,1,1,1,-1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1
357,1,0,1,1,1,-1,0,1,0,1,0,-1,0,1,1,1,-1,1,1,1,1
358,-1,0,-1,1,1,0,0,1,0,-1,0,0,1,0,-1,1,-1,0,-1,0,1
359,1,-1,1,1,-1,-1,-1,1,0,0,1,-1,-1,-1,0,-1,-1,0,-1,1,1
360,-1,0,0,0,1,0,-1,-1,1,1,1,1,0,1,0,-1,1,1,0,0,0
361,-1,1,1,1,-1,0,0,0,1,0,0,1,0,0,1,0,1,-1,1,1,1
362,-1,-1,0,-1,1,1,1,1,0,1,-1,0,-1,0,0,0,-1,1,0,0,1
363,0,0,1,-1,0,1,0,0,0,0,0,1,-1,0,0,-1,-1,1,0,-1,0
364,1,0,-1,0,0,0,0,0,1,-1,0,-1,1,0,0,1,-1,0,0,0,1
365,1,1,-1,0,1,0,0,1,1,1,0,0,1,-1,1,0,1,-1,1,1,0
366,1,1,0,0,0,1,0,1,1,0,-1,1,1,1,0,-1,0,0,-1,0,0
367,1,-1,1,0,-1,1,1,0,0,1,-1,1,1,-1,0,0,1,-1,0,0,0
368,0,0,-1,0,-1,-1,1,1,-1,1,1,-1,-1,0,-1,0,-1,-1,0,-1,1
369,1,1,0,0,1,-1,0,0,-1,1,0,0,-1,1,0,0,0,0,1,-1,0
370,1,0,0,-1,-1,0,1,1,1,0,1,0,-1,0,0,0,0,1,0,0,1
371,-1,-1,0,0,1,0,1,0,-1,1,-1,0,1,-1,1,-1,1,-1,1,1,0
372,-1,0,1,-1,1,-1,-1,1,-1,0,-1,1,1,1,0,-1,-1,0,0,0,0
373,0,0,-1,1,0,0,0,1,1,1,1,0,-1,0,0,1,-1,1,1,-1,1
374,1,1,1,0,0,0,0,-1,0,-1,0,1,1,-1,0,0,-1,0,0,1,1
375,1,1,-1,0,0,0,0,1,0,-1,0,-1,1,-1,1,1,0,-1,1,1,0
376,1,-1,0,1,1,0,0,-1,1,1,1,-1,-1,1,0,0,1,0,0,0,0
377,1,1,-1,1,-1,0,0,0,0,1,1,0,0,1,0,0,0,1,-1,-1,1
378,-1,1,1,1,0,1,1,1,0,1,-1,0,-1,1,0,-1,0,0,0,1,0
379,0,-1,-1,-1,-1,-1,0,1,1,0,1,-1,1,0,-1,-1,-1,-1,0,-1,1
380,0,0,1,-1,-1,0,0,0,1,0,1,-1,0,0,0,1,1,-1,-1,0,0
381,1,1,0,1,0,1,-1,0,1,1,0,0,1,-1,0,1,-1,0,0,0,1
382,-1,1,1,1,0,0,-1,0,-1,1,1,0,-1,1,0,1,-1,-1,1,1,0
383,-1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,0,0,0,-1,1,0,-1,1
384,0,1,-1,1,1,-1,0,-1,0,-1,-1,-1,0,0,0,0,0,1,1,0,1
385,-1,-1,0,0,0,1,-1,1,1,-1,0,1,1,0,0,1,0,1,0,0,1
386,0,1,-1,0,0,-1,0,0,1,0,0,0,-1,0,1,-1,0,0,-1,0,1
387,1,-1,1,0,1,0,-1,1,1,0,0,0,0,-1,1,-1,0,-1,0,1,0
388,-1,-1,-1,1,0,-1,1,0,1,-1,0,-1,1,1,1,1,1,0,0,0,0
389,0,1,0,-1,0,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,1,-1,0,1
390,0,0,0,1,0,-1,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,0,1,0
391,1,-1,0,1,0,1,-1,0,1,0,-1,1,-1,0,1,1,1,0,-1,0,1
392,-1,0,-1,1,0,-1,0,-1,-1,-1,1,0,0,0,-1,0,-1,-1,1,0,1
393,1,1,-1,0,-1,1,1,-1,0,-1,-1,0,-1,-1,0,-1,1,0,0,1,1
394,1,-1,1,-1,1,1,0,-1,-1,0,0,0,1,0,0,0,-1,0,0,1,0
395,0,0,0,-1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,1
396,0,0,0,0,1,0,0,0,1,0,0,1,0,-1,0,1,1,1,0,0,1
397,0,1,-1,-1,0,-1,0,-1,0,1,1,1,0,0,1,0,1,-1,0,1,0
398,1,1,1,1,1,-1,1,-1,-1,-1,0,1,-1,0,0,1,1,0,0,0,1
399,1,0,1,-1,0,1,0,0,1,0,0,1,-1,0,-1,1,1,0,0,0,1
400,-1,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,1,-1,1
401,0,1,0,0,1,1,1,1,1,-1,-1,1,1,-1,-1,0,0,1,0,0,1
402,1,1,0,-1,-1,-1,0,0,1,-1,0,1,0,-1,1,0,0,-1,-1,0,1
403,1,0,-1,0,1,0,-1,-1,0,0,1,-1,1,1,1,0,1,0,-1,1,1
404,1,1,0,1,-1,0,0,-1,0,0,0,0,0,0,1,1,0,1,1,1,1
405,-1,0,1,1,1,1,0,0,-1,0,1,0,0,0,0,-1,0,0,1,0,1
406,-1,0,1,-1,0,0,1,-1,0,1,1,-1,-1,-1,0,-1,-1,1,1,-1,0
407,1,1,1,1,0,1,0,-1,0,1,-1,0,1,1,1,0,-1,-1,1,1,1
408,1,0,1,0,1,0,1,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,1,1
409,-1,-1,-1,1,0,1,0,1,0,0,0,-1,1,0,1,0,0,1,1,0,0
410,1,0,-1,1,0,-1,1,0,-1,0,0,0,-1,0,0,-1,1,1,0,0,1
411,0,1,1,-1,1,0,1,-1,1,-1,0,0,-1,-1,1,0,0,0,1,0,1
412,1,1,0,1,0,0,-1,-1,1,-1,0,0,1,0,0,0,0,0,-1,-1,1
413,0,1,-1,1,1,-1,0,1,0,-1,0,0,1,-1,0,1,0,0,1,0,1
414,1,0,1,1,-1,-1,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,0
415,-1,-1,1,0,1,1,1,0,1,0,1,-1,0,0,0,1,-1,-1,-1,0,1
416,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,-1,0,0,1
417,-1,0,1,-1,1,0,-1,0,0,1,-1,0,0,1,-1,1,0,0,-1,0,0
418,1,0,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0,0,-1,1,-1,0,-1,0
419,0,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,0,-1,0,0,1,1,1,0,1
420,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1
421,1,-1,1,-1,0,-1,0,0,0,1,0,1,0,1,0,-1,-1,0,1,-1,1
422,-1,0,1,0,1,-1,1,1,-1,-1,-1,1,-1,1,1,0,1,0,0,0,1
423,1,0,1,1,0,1,0,0,0,-1,0,0,0,0,-1,-1,-1,1,1,1,1
424,-1,0,1,0,0,1,1,-1,1,0,1,1,1,1,1,0,0,-1,0,0,1
425,0,0,1,-1,0,1,0,1,0,0,1,1,-1,0,0,1,0,1,0,0,0
426,-1,0,1,-1,-1,1,0,0,0,1,-1,1,-1,-1,-1,0,0,1,0,0,1
427,1,0,0,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,1,0,1,-1,1
428,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,1
429,0,0,-1,1,1,0,0,-1,1,0,0,0,-1,0,1,0,1,-1,-1,-1,1
430,-1,1,0,0,1,1,0,1,0,-1,0,1,0,0,-1,0,0,0,0,1,1
431,0,0,0,0,0,-1,1,0,0,1,1,0,0,-1,0,0,0,0,-1,0,1
432,0,0,0,1,-1,1,-1,0,-1,-1,0,0,1,0,-1,1,0,-1,1,0,0
433,0,-1,0,-1,0,1,0,1,0,-1,-1,1,0,1,0,-1,0,-1,0,0,1
434,0,0,-1,-1,-1,1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,0,1,1
435,1,0,1,0,0,0,0,0,1,-1,-1,1,-1,0,0,-1,-1,-1,0,0,0
436,0,1,1,-1,1,0,0,1,0,-1,0,1,0,1,0,1,1,1,1,-1,1
437,0,1,0,1,-1,-1,0,0,-1,-1,0,0,1,1,-1,1,1,0,1,0,0
438,-1,-1,1,-1,1,1,0,0,1,0,1,0,0,-1,-1,-1,1,0,0,-1,0
439,-1,1,0,0,0,1,0,0,1,1,0,-1,1,0,1,0,-1,0,1,1,0
440,-1,1,0,0,1,0,1,1,0,1,1,-1,0,1,0,0,1,1,0,1,0
441,1,0,1,1,0,0,-1,0,0,0,-1,1,0,1,0,-1,-1,0,0,1,1
442,-1,-1,0,0,1,-1,-1,0,-1,-1,1,-1,0,1,-1,-1,-1,0,0,0,0
443,-1,1,0,1,-1,-1,1,1,1,-1,1,1,1,-1,-1,0,0,1,1,0,1
444,0,1,1,-1,0,0,0,0,0,0,1,1,0,0,-1,1,-1,-1,-1,0,0
445,0,0,1,-1,1,1,0,1,1,-1,-1,0,0,0,1,0,1,1,0,-1,0
446,0,0,-1,1,1,1,0,1,0,1,-1,1,1,1,0,0,-1,1,-1,1,1
447,1,-1,0,0,1,1,1,0,0,-1,-1,-1,-1,1,0,-1,0,1,-1,1,0
448,0,-1,-1,1,0,0,-1,1,-1,1,0,-1,1,1,0,0,0,0,-1,1,0
449,1,1,0,1,1,0,1,0,0,1,-1,0,1,0,1,1,0,0,1,0,0
450,1,1,0,0,1,-1,1,0,0,-1,1,0,1,-1,1,0,0,0,0,1,1
451,0,0,0,0,-1,-1,0,1,1,1,-1,1,-1,0,1,0,0,0,0,1,0
452,-1,0,-1,1,1,-1,-1,0,0,0,1,-1,1,0,-1,0,0,0,0,-1,0
453,0,1,0,1,1,1,0,0,-1,0,0,1,0,1,0,0,0,1,-1,0,0
454,0,0,0,1,0,0,0,0,-1,0,1,1,0,0,-1,1,1,1,0,0,1
455,0,0,0,0,1,0,0,-1,0,1,0,1,0,-1,1,1,1,0,0,-1,0
456,1,1,1,-1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,-1,0,0
457,1,1,-1,0,0,0,1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,-1,1,1
458,0,1,1,0,-1,-1,0,0,0,1,0,0,0,0,-1,0,1,0,0,1,1
459,1,-1,-1,0,-1,1,0,-1,0,1,0,1,-1,-1,1,1,-1,-1,0,1,0
460,-1,0,1,0,1,1,0,1,1,1,0,0,1,1,-1,1,-1,0,0,-1,0
461,0,-1,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,-1,1,0,-1,-1,1
462,1,1,0,0,-1,1,-1,1,1,0,1,1,0,0,-1,1,1,0,1,1,0
463,-1,-1,-1,1,0,-1,0,-1,1,1,1,1,-1,0,-1,-1,1,0,0,0,1
464,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,-1,-1,0,-1,1
465,-1,1,-1,-1,0,1,1,0,0,0,0,1,1,-1,0,0,-1,-1,-1,0,0
466,-1,-1,0,0,-1,0,-1,1,1,0,-1,0,1,0,-1,0,1,-1,1,1,1
467,1,1,1,-1,0,0,-1,1,1,0,-1,0,0,0,-1,1,-1,-1,1,1,1
468,1,0,0,-1,1,0,1,0,-1,1,-1,0,1,0,0,0,-1,1,1,0,1
469,1,1,-1,1,-1,0,0,1,-1,0,-1,-1,1,-1,0,0,-1,1,-1,1,1
470,0,0,-1,-1,-1,0,-1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
471,-1,0,0,0,1,1,0,-1,1,-1,1,1,-1,1,1,0,1,0,1,0,0
472,0,0,0,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,0,1
473,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-1,0
474,1,1,0,-1,1,-1,0,1,-1,0,1,0,-1,1,-1,-1,0,-1,-1,-1,0
475,-1,1,1,-1,-1,0,0,-1,1,1,0,-1,0,0,-1,0,0,0,1,-1,0
476,1,0,-1,-1,-1,1,0,-1,0,-1,-1,0,1,1,-1,1,1,-1,0,0,0
477,0,-1,1,1,1,-1,1,-1,0,0,0,1,0,-1,-1,0,-1,0,-1,0,0
478,-1,0,1,-1,-1,-1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0
479,-1,-1,-1,1,0,-1,1,1,-1,-1,1,-1,-1,-1,1,1,0,1,1,-1,0
480,0,1,1,0,1,0,1,0,1,1,0,-1,0,0,-1,0,1,0,-1,1,1
481,1,-1,0,-1,1,1,-1,0,1,0,0,0,0,1,1,1,1,1,0,0,1
482,0,1,-1,0,0,0,0,0,1,1,0,0,1,-1,0,0,-1,1,-1,1,1
483,0,0,1,-1,1,1,-1,1,0,0,1,0,1,0,0,-1,0,0,0,0,1
484,0,-1,-1,-1,0,0,0,0,0,-1,0,1,0,1,-1,1,1,-1,0,-1,1
485,1,0,1,1,0,0,0,1,0,0,-1,1,-1,1,-1,-1,0,-1,0,0,1
486,1,0,-1,-1,1,1,0,0,0,-1,-1,1,-1,1,0,-1,-1,1,1,-1,1
487,1,1,1,0,-1,0,0,1,-1,-1,1,-1,1,1,1,0,1,-1,1,0,0
488,1,0,1,-1,1,-1,0,-1,0,-1,1,1,0,0,1,1,0,1,0,0,0
489,0,1,1,0,1,-1,0,-1,0,1,1,1,0,1,1,0,1,1,-1,-1,1
490,0,0,1,0,0,1,1,1,0,-1,-1,-1,0,0,-1,1,1,0,0,0,1
491,0,1,0,-1,1,0,0,0,-1,-1,0,-1,0,0,0,1,-1,0,0,1,0
492,0,0,0,0,1,1,1,1,0,1,0,-1,0,1,-1,1,0,0,1,0,1
493,1,-1,-1,-1,-1,-1,0,0,1,0,-1,0,0,0,0,1,0,1,1,0,1
494,-1,-1,1,1,0,-1,0,1,1,0,0,0,1,1,1,0,1,1,-1,0,1
495,1,1,0,0,0,0,1,-1,0,0,1,-1,1,0,-1,0,0,0,0,0,1
496,0,0,0,1,0,-1,-1,-1,-1,-1,1,0,0,-1,0,1,-1,-1,0,1,0
497,1,0,-1,0,0,1,0,0,-1,1,0,-1,-1,0,1,0,-1,-1,0,-1,0
498,1,0,-1,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,1,1,0,1,1,0
499,0,1,1,0,1,1,0,-1,0,0,-1,-1,0,0,0,1,0,1,0,0,1
