No.,Top1_sent,Top2_sent,Top3_sent,Top4_sent,Top5_sent,Top6_sent,Top7_sent,Top8_sent,Top9_sent,Top10_sent,Top11_sent,Top12_sent,Top13_sent,Top14_sent,Top15_sent,Top16_sent,Top17_sent,Top18_sent,Top19_sent,Top20_sent,Label
500,1,-1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,-1,0,-1,1,1,0
501,0,0,-1,1,1,-1,0,-1,0,0,1,-1,1,0,0,-1,0,1,0,0,1
502,1,0,1,0,0,0,0,0,1,0,0,1,-1,1,0,-1,0,0,1,-1,0
503,0,0,0,1,0,-1,0,0,0,-1,1,1,0,0,-1,0,1,-1,-1,0,0
504,1,1,0,0,0,0,-1,-1,1,-1,-1,0,0,-1,0,0,-1,-1,-1,1,1
505,1,1,-1,0,0,1,-1,0,-1,0,0,0,-1,1,0,0,-1,0,1,0,0
506,1,0,-1,1,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0
507,0,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,0,0,0,0,1,1,0
508,-1,1,0,-1,1,1,-1,0,0,0,0,0,1,-1,1,1,1,0,-1,0,0
509,0,1,1,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,1,-1,0,0,0
510,1,-1,1,1,-1,0,0,-1,0,1,1,0,0,1,0,-1,0,-1,1,1,1
511,1,-1,0,-1,-1,1,1,0,0,1,0,0,0,0,0,-1,0,0,0,1,1
512,0,1,0,0,0,0,-1,-1,0,0,0,-1,1,0,-1,-1,-1,1,0,0,0
513,0,0,1,-1,0,0,-1,0,0,0,1,1,0,1,1,0,1,0,1,0,0
514,-1,0,-1,-1,-1,0,-1,0,0,1,0,1,0,0,0,-1,-1,1,1,1,0
515,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,-1,0,0,-1,0,0
516,0,0,-1,-1,0,0,0,-1,-1,1,0,0,-1,0,0,-1,-1,-1,1,1,1
517,-1,0,1,-1,0,1,1,0,0,0,1,0,1,0,-1,0,0,0,-1,-1,0
518,1,1,-1,1,1,1,0,-1,-1,1,-1,-1,0,0,0,0,-1,-1,1,-1,1
519,0,0,1,1,0,0,0,1,1,1,-1,-1,1,1,0,1,-1,-1,0,0,0
520,-1,0,0,1,0,0,1,0,1,0,1,-1,-1,0,0,-1,0,1,0,0,1
521,0,0,1,-1,-1,1,0,-1,1,1,-1,1,1,1,0,1,1,0,1,-1,1
522,1,0,1,0,-1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1
523,0,0,1,-1,-1,1,-1,0,1,0,0,0,-1,1,0,0,0,0,-1,-1,1
524,1,1,0,1,0,0,-1,0,-1,0,0,1,-1,-1,1,-1,1,-1,0,-1,0
525,1,0,0,0,-1,-1,0,0,-1,0,1,-1,1,1,0,-1,-1,0,1,-1,1
526,1,0,0,0,-1,0,0,-1,1,-1,1,-1,0,0,0,-1,-1,1,0,0,1
527,-1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,1,1,0,0,1,1,1
528,0,1,0,0,1,0,0,-1,0,0,-1,1,-1,0,0,1,0,0,1,0,1
529,1,-1,-1,1,0,1,0,1,-1,1,1,0,1,0,1,0,0,0,1,1,0
530,1,0,1,1,1,0,-1,0,0,0,-1,0,0,0,-1,-1,0,-1,0,1,1
531,1,0,0,0,1,0,1,1,-1,1,-1,-1,0,-1,1,1,-1,0,-1,0,1
532,1,0,1,1,0,-1,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,1
533,1,0,0,1,-1,0,0,0,0,1,1,-1,-1,1,1,0,0,1,0,0,1
534,1,0,0,0,1,1,1,-1,-1,0,0,0,1,1,0,1,1,-1,0,0,1
535,1,0,0,0,0,1,0,0,-1,-1,0,-1,0,1,0,1,-1,0,0,0,0
536,-1,-1,1,1,1,1,1,0,1,0,-1,0,1,1,-1,1,1,0,1,0,0
537,0,1,-1,-1,0,0,1,0,-1,1,0,0,0,-1,0,-1,-1,1,1,-1,1
538,0,0,-1,1,1,0,0,1,-1,0,1,1,1,0,-1,1,0,0,0,0,0
539,0,-1,1,1,1,0,0,0,1,-1,1,1,1,-1,1,0,-1,1,0,0,1
540,0,0,0,1,1,0,1,0,-1,0,1,1,0,-1,-1,0,0,0,0,1,0
541,-1,0,0,1,1,1,0,0,0,1,-1,1,-1,0,-1,0,-1,1,-1,0,0
542,1,1,0,-1,0,0,0,0,-1,1,0,0,1,-1,0,1,0,-1,1,-1,1
543,-1,-1,0,0,-1,0,-1,-1,1,0,-1,1,0,1,-1,1,1,0,0,0,0
544,0,-1,-1,1,0,-1,1,0,0,0,0,-1,0,1,1,-1,0,0,0,1,1
545,0,1,1,1,-1,0,1,1,0,0,1,1,0,0,0,1,-1,0,0,1,1
546,0,1,-1,1,1,-1,1,-1,0,0,1,0,1,-1,-1,-1,0,0,0,0,0
547,-1,0,-1,1,-1,-1,-1,1,0,1,1,0,-1,-1,1,0,-1,-1,1,0,1
548,0,1,0,0,1,1,1,1,1,0,-1,1,0,0,1,-1,-1,-1,0,0,1
549,-1,-1,-1,0,-1,1,0,1,0,0,1,1,0,-1,-1,0,1,1,1,0,1
550,1,-1,1,-1,1,0,0,-1,-1,1,-1,1,1,-1,0,0,0,0,1,-1,1
551,1,1,0,1,-1,1,1,1,1,0,1,1,0,0,-1,-1,0,0,-1,1,0
552,0,0,0,1,-1,1,-1,1,1,1,1,1,0,-1,1,0,1,1,-1,1,0
553,0,0,0,-1,1,-1,0,1,-1,1,1,1,-1,1,0,0,1,0,0,0,1
554,1,-1,0,-1,0,1,-1,1,-1,-1,0,1,-1,0,-1,0,0,0,0,0,0
555,1,1,1,1,1,0,1,1,-1,1,-1,0,0,-1,1,0,0,0,-1,1,1
556,1,-1,1,0,-1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1
557,0,0,-1,1,0,1,-1,-1,-1,0,-1,0,1,0,0,0,-1,1,0,1,0
558,0,0,0,-1,0,-1,0,0,-1,-1,0,1,1,1,-1,1,1,0,0,-1,1
559,1,0,1,0,0,-1,1,-1,0,-1,-1,0,1,0,0,-1,-1,1,1,0,1
560,1,0,0,1,-1,0,1,-1,1,0,0,-1,-1,1,0,0,0,-1,-1,-1,0
561,0,0,-1,-1,0,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,0
562,-1,-1,-1,0,-1,0,1,1,0,-1,0,1,-1,1,1,0,0,1,0,0,1
563,1,-1,1,-1,1,1,0,1,0,0,0,0,0,-1,0,-1,-1,0,0,0,1
564,0,-1,1,-1,1,0,-1,-1,-1,0,-1,0,0,0,1,0,1,0,-1,0,1
565,0,1,0,-1,1,0,0,1,0,0,-1,-1,1,-1,0,0,-1,0,1,1,1
566,1,1,-1,1,-1,0,0,1,0,0,1,-1,0,-1,-1,0,1,-1,1,-1,1
567,1,1,1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,-1,0,-1,1,1
568,1,0,1,-1,0,-1,1,-1,-1,1,0,-1,0,0,-1,-1,1,1,0,-1,0
569,-1,0,0,1,1,1,1,-1,0,-1,0,0,1,-1,1,0,0,0,1,-1,0
570,1,-1,0,-1,1,1,-1,1,0,0,0,1,1,-1,0,1,0,1,1,1,1
571,1,-1,0,1,-1,0,0,1,0,-1,0,1,0,0,1,0,1,0,1,0,0
572,1,-1,0,1,-1,0,-1,0,-1,0,0,-1,1,0,0,0,0,-1,1,0,0
573,0,1,0,1,1,1,0,1,0,0,0,0,0,0,-1,1,0,-1,1,0,1
574,-1,1,-1,0,0,-1,1,0,0,-1,-1,1,0,-1,0,-1,1,0,0,-1,0
575,1,1,0,-1,1,-1,1,0,-1,0,1,0,0,-1,-1,0,-1,1,1,0,0
576,0,-1,-1,1,1,-1,-1,0,0,-1,1,1,0,-1,0,0,0,1,1,1,1
577,0,1,1,1,1,-1,-1,1,0,-1,0,0,0,0,-1,1,0,1,-1,0,1
578,-1,0,1,0,-1,-1,-1,0,0,-1,1,1,0,0,-1,0,1,0,-1,0,0
579,0,0,0,0,0,-1,0,0,-1,0,1,0,0,-1,-1,-1,0,1,-1,-1,0
580,-1,0,-1,1,-1,0,1,1,0,1,1,-1,1,0,0,1,0,1,1,-1,1
581,-1,1,0,-1,1,0,0,1,0,-1,1,0,1,1,-1,0,-1,1,-1,-1,0
582,0,0,0,1,-1,0,1,0,0,1,-1,-1,-1,1,0,0,-1,0,0,-1,0
583,1,1,-1,0,0,1,1,1,0,1,-1,0,-1,1,0,0,1,0,0,0,0
584,1,0,0,0,0,-1,0,0,0,-1,-1,1,0,1,0,1,1,0,0,0,1
585,1,-1,-1,1,-1,0,0,1,-1,0,0,0,1,0,1,-1,0,0,1,1,1
586,0,1,-1,-1,-1,1,0,1,1,1,0,1,0,1,0,-1,1,0,1,-1,1
587,1,1,-1,-1,0,1,-1,1,-1,1,1,1,0,0,0,0,-1,0,-1,0,0
588,1,-1,0,0,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,0,1,1,1,-1,0
589,0,-1,0,-1,0,0,1,-1,0,0,-1,1,0,1,1,1,0,0,1,1,1
590,-1,1,0,-1,1,-1,1,0,0,1,0,1,1,1,-1,0,0,0,-1,0,0
591,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,1
592,0,0,0,1,1,-1,1,-1,-1,-1,0,0,0,0,1,0,0,-1,1,0,1
593,-1,0,0,-1,-1,0,1,0,1,0,0,1,0,0,0,0,-1,0,1,0,1
594,-1,0,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,1,-1,0
595,-1,-1,0,1,1,1,0,0,-1,1,-1,-1,0,0,-1,0,0,0,-1,1,1
596,0,1,0,-1,0,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,0,0
597,-1,0,1,0,0,-1,-1,0,1,-1,0,1,1,1,-1,1,0,-1,-1,-1,0
598,0,1,-1,1,1,0,0,0,1,0,1,-1,0,0,0,1,1,0,0,0,1
599,-1,-1,1,0,0,-1,0,0,-1,0,1,1,-1,0,0,0,0,0,0,0,1
600,1,0,0,0,0,0,0,-1,0,1,1,0,0,-1,1,-1,0,1,-1,1,1
601,1,-1,-1,1,1,1,-1,1,0,1,0,1,0,-1,1,0,1,0,-1,0,0
602,1,0,1,1,0,0,-1,1,0,-1,0,1,0,-1,0,0,1,-1,0,1,1
603,-1,0,-1,1,0,0,1,1,1,-1,1,0,1,1,1,-1,0,1,1,-1,1
604,-1,0,0,0,0,1,-1,1,1,0,1,1,0,0,1,-1,-1,-1,0,1,0
605,0,0,-1,1,1,1,1,1,1,1,0,-1,1,-1,0,1,1,1,0,0,1
606,0,1,0,1,1,0,0,-1,1,1,1,0,1,-1,0,-1,1,1,0,-1,1
607,0,1,0,1,0,1,1,1,1,-1,-1,1,-1,-1,0,0,0,-1,0,1,1
608,1,-1,0,0,-1,1,1,1,0,1,-1,1,-1,1,1,0,-1,0,1,0,1
609,1,0,-1,0,1,-1,0,0,-1,0,1,-1,0,-1,-1,1,-1,0,0,1,0
610,0,1,-1,-1,1,0,1,1,1,1,0,1,1,1,0,-1,0,0,1,1,0
611,1,1,1,0,-1,1,0,0,0,1,-1,1,1,1,1,1,0,1,1,0,0
612,0,0,0,0,0,0,1,1,-1,0,0,1,0,0,0,1,1,1,0,-1,1
613,-1,0,0,0,0,0,1,1,0,-1,-1,0,1,0,0,1,0,0,-1,0,1
614,1,0,-1,1,1,0,1,1,0,0,0,0,0,0,1,-1,0,0,1,0,0
615,0,0,0,0,-1,0,1,0,0,-1,0,0,-1,1,1,1,-1,0,0,1,1
616,0,0,1,1,0,1,-1,0,0,1,1,1,0,1,0,-1,0,0,1,0,1
617,0,1,1,-1,0,-1,0,-1,0,0,-1,0,0,1,1,0,0,1,0,0,0
618,1,-1,1,1,-1,1,0,-1,-1,0,1,0,-1,1,1,0,1,0,0,-1,0
619,1,-1,0,0,1,-1,1,1,0,0,1,-1,0,-1,1,-1,-1,-1,-1,-1,1
620,1,1,-1,0,0,0,1,1,0,1,0,1,-1,0,-1,0,-1,0,0,0,1
621,0,1,1,0,0,-1,-1,-1,0,-1,0,-1,-1,0,1,1,-1,0,0,1,0
622,0,0,1,-1,1,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,1
623,-1,0,1,1,0,1,1,1,0,0,-1,0,1,0,-1,1,1,1,0,-1,1
624,0,1,-1,0,0,-1,0,-1,1,0,0,1,0,0,1,0,-1,1,-1,1,0
625,0,0,0,1,-1,0,0,0,0,1,0,0,1,0,0,1,1,-1,0,0,1
626,0,1,0,-1,0,-1,0,0,-1,1,0,1,0,0,1,1,-1,-1,0,-1,1
627,0,1,0,-1,0,1,1,1,1,0,-1,0,1,0,1,-1,1,0,0,-1,1
628,0,0,1,0,0,1,1,1,-1,0,-1,-1,0,1,1,-1,0,0,-1,0,1
629,-1,-1,0,1,1,0,1,0,0,1,0,-1,-1,-1,0,0,1,0,0,1,1
630,1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,1
631,0,-1,0,0,0,0,1,0,0,1,-1,1,0,0,0,1,1,1,0,-1,1
632,0,-1,0,0,0,0,1,1,-1,0,-1,0,0,1,0,0,0,0,0,0,1
633,0,1,1,-1,0,-1,-1,0,1,1,1,0,1,1,1,-1,0,0,-1,1,0
634,-1,-1,0,1,-1,-1,0,0,-1,-1,0,-1,0,1,1,1,0,-1,0,-1,1
635,0,0,0,1,0,0,-1,0,0,0,1,0,0,1,1,1,0,1,0,1,0
636,0,1,0,1,1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0
637,0,0,-1,1,-1,0,1,1,0,0,-1,0,0,0,-1,-1,0,0,1,1,1
638,-1,1,-1,1,0,1,-1,1,0,0,1,-1,1,0,-1,-1,0,-1,1,1,1
639,0,-1,0,0,-1,1,0,-1,1,0,0,0,1,0,-1,0,0,-1,-1,1,1
640,1,-1,-1,-1,0,0,1,1,1,1,-1,1,0,1,-1,1,-1,1,1,0,0
641,-1,-1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0
642,0,0,1,0,0,-1,0,-1,0,-1,1,0,0,-1,0,0,0,0,0,0,0
643,0,-1,1,0,0,0,1,0,1,1,0,1,-1,0,0,0,0,-1,0,1,1
644,-1,1,1,1,0,1,0,1,-1,0,1,1,-1,-1,1,0,0,1,1,0,1
645,0,0,1,1,0,0,0,0,1,1,1,1,0,-1,0,-1,0,-1,-1,-1,0
646,-1,0,0,1,0,-1,1,1,1,0,-1,-1,-1,-1,0,1,1,-1,1,1,1
647,1,0,0,-1,0,0,1,0,1,1,1,0,-1,1,-1,1,0,1,0,0,1
648,1,-1,0,1,1,1,-1,1,0,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0
649,-1,1,0,0,1,0,0,1,1,0,0,-1,1,0,0,0,-1,-1,0,0,0
650,1,0,-1,0,-1,1,1,0,0,0,-1,0,-1,0,-1,0,0,1,1,1,1
651,-1,0,1,1,1,0,-1,0,0,1,0,0,1,0,0,0,0,-1,0,1,0
652,1,0,0,1,0,1,0,1,1,0,-1,-1,0,1,0,0,0,0,0,0,0
653,1,1,-1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,-1,0,0,1
654,0,1,1,0,-1,0,0,0,0,0,1,1,0,-1,0,1,0,-1,0,1,0
655,1,-1,1,0,1,0,1,0,1,-1,1,0,1,1,-1,0,0,0,-1,1,0
656,0,1,0,-1,1,1,-1,1,1,-1,-1,1,-1,0,1,0,-1,0,-1,1,0
657,-1,-1,-1,0,1,-1,0,1,-1,-1,0,-1,-1,0,-1,1,0,0,0,0,1
658,0,0,-1,1,-1,1,0,0,0,0,0,0,1,0,0,1,-1,0,-1,-1,1
659,-1,0,0,-1,0,1,-1,-1,-1,0,0,0,1,0,0,-1,0,1,0,1,1
660,1,-1,-1,-1,0,0,1,-1,1,0,-1,-1,1,0,-1,0,0,-1,0,1,0
661,1,0,0,0,0,0,1,0,0,1,-1,1,0,0,1,0,0,0,-1,-1,1
662,0,-1,0,1,-1,0,1,1,1,0,0,0,1,-1,-1,-1,-1,1,0,-1,1
663,-1,-1,-1,1,1,-1,1,1,1,0,0,1,0,-1,-1,0,1,0,0,-1,1
664,-1,-1,-1,0,0,-1,-1,-1,0,1,0,0,-1,1,0,1,0,0,0,0,0
665,0,1,0,0,1,0,0,0,0,0,0,1,-1,-1,0,-1,0,0,1,0,1
666,1,1,0,1,-1,1,0,0,1,-1,1,0,0,0,-1,0,0,-1,0,0,1
667,1,-1,0,1,0,1,1,0,-1,1,1,0,1,0,1,0,0,0,1,0,0
668,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
669,0,1,1,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,-1,0,-1,1,1
670,-1,0,0,0,1,1,1,1,0,-1,0,-1,1,0,0,0,0,-1,1,1,0
671,0,0,-1,-1,0,-1,0,0,1,1,0,1,0,0,-1,0,-1,1,0,1,1
672,1,0,0,-1,1,0,0,-1,0,0,-1,0,-1,-1,-1,1,1,1,0,1,0
673,1,-1,1,1,0,-1,0,0,-1,0,0,-1,1,0,0,0,1,0,0,0,0
674,0,0,1,1,1,0,0,1,0,0,0,0,-1,1,0,0,0,-1,0,0,1
675,0,0,-1,1,0,1,-1,0,0,1,-1,1,1,0,0,0,-1,0,0,1,0
676,0,1,0,-1,-1,-1,0,-1,-1,-1,0,0,1,1,-1,-1,1,0,0,-1,1
677,0,0,1,1,0,1,-1,-1,1,-1,-1,0,1,0,0,-1,0,0,1,1,1
678,0,1,0,1,0,-1,0,0,-1,1,1,0,-1,0,0,1,-1,1,0,0,1
679,1,1,-1,0,1,1,0,-1,0,1,0,-1,0,0,0,-1,0,0,1,1,0
680,1,-1,-1,0,0,-1,0,0,0,1,0,0,1,-1,0,0,-1,0,1,1,1
681,1,1,-1,-1,0,0,1,-1,1,0,0,0,-1,0,-1,1,0,0,-1,0,1
682,-1,1,0,1,-1,0,0,-1,-1,1,-1,0,0,0,0,0,-1,-1,1,0,1
683,0,-1,-1,0,-1,1,0,0,-1,0,0,0,1,0,0,1,-1,1,-1,0,0
684,1,1,1,-1,1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,1
685,1,1,1,0,0,0,0,0,-1,-1,-1,1,0,-1,0,0,0,0,0,-1,1
686,1,0,-1,1,0,0,0,0,-1,0,0,1,0,-1,1,1,1,1,1,-1,1
687,1,0,1,1,1,0,0,0,0,0,1,-1,0,0,-1,-1,-1,1,1,1,1
688,-1,-1,0,0,0,-1,-1,-1,0,1,0,0,0,-1,0,0,0,1,-1,0,0
689,1,1,-1,1,0,-1,1,-1,0,-1,-1,1,0,-1,0,-1,0,0,0,0,1
690,0,-1,0,0,1,0,0,0,-1,0,0,1,0,-1,-1,1,1,-1,1,0,0
691,0,0,0,0,1,-1,0,0,0,0,-1,-1,1,1,0,0,-1,-1,1,-1,0
692,0,0,1,0,0,0,1,-1,0,0,-1,1,-1,0,1,-1,-1,0,1,-1,1
693,-1,1,1,1,0,0,1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,1
694,0,0,0,1,0,0,1,1,1,-1,0,0,-1,0,-1,1,-1,-1,-1,1,1
695,1,0,1,1,0,0,0,1,0,-1,0,-1,1,-1,1,1,0,1,1,-1,0
696,0,-1,1,0,-1,0,1,1,-1,-1,0,0,1,1,0,-1,-1,0,1,0,1
697,0,1,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,-1,1,1,0,0,0
698,0,1,-1,-1,1,0,0,0,-1,0,0,1,-1,-1,0,0,-1,1,-1,-1,0
699,-1,1,0,1,-1,0,0,0,1,1,0,0,0,0,-1,0,0,1,0,0,0
700,1,1,0,1,-1,0,-1,-1,1,-1,0,0,0,1,1,-1,0,1,-1,0,1
701,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,-1,-1,0,-1,1
702,0,0,-1,0,0,0,1,0,1,-1,0,-1,1,0,0,0,0,1,0,0,0
703,0,-1,1,-1,-1,0,0,0,0,0,0,0,-1,1,1,0,-1,1,0,0,0
704,0,1,0,0,1,1,0,-1,1,1,0,0,0,0,0,0,1,0,1,-1,0
705,0,0,1,1,-1,1,0,1,-1,0,-1,0,1,0,-1,-1,0,1,0,0,1
706,-1,1,0,0,1,-1,1,-1,0,1,-1,-1,1,0,0,-1,0,-1,1,0,1
707,1,-1,1,0,0,-1,-1,0,1,0,0,-1,1,0,-1,-1,0,0,1,0,1
708,0,-1,-1,1,-1,1,1,0,1,1,0,0,0,0,-1,0,-1,0,0,0,1
709,0,-1,1,0,-1,1,1,1,0,0,1,1,0,-1,1,1,-1,1,-1,0,0
710,-1,-1,1,0,-1,1,1,0,0,-1,-1,0,1,0,1,-1,1,1,0,1,0
711,0,1,0,0,1,1,-1,-1,1,0,-1,0,-1,0,0,-1,-1,0,0,0,0
712,-1,0,0,0,0,1,1,0,1,1,1,1,1,-1,1,-1,1,1,0,-1,0
713,0,0,1,-1,1,1,0,1,1,1,1,0,1,0,1,0,-1,1,0,0,0
714,1,1,1,0,1,0,-1,1,1,0,1,1,0,0,1,0,0,0,0,-1,0
715,1,0,0,-1,-1,1,1,0,1,0,1,0,0,-1,-1,1,1,0,0,0,1
716,1,0,0,1,0,0,1,0,0,-1,1,1,1,1,-1,0,1,1,0,0,0
717,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,-1,0,0,0,1
718,0,0,0,0,1,1,0,0,1,1,0,-1,0,-1,1,1,1,1,0,-1,1
719,1,1,1,1,-1,1,0,-1,0,1,0,-1,0,1,0,0,-1,0,0,0,0
720,1,0,0,0,0,1,1,-1,1,1,1,0,1,0,0,1,0,0,1,-1,1
721,-1,0,0,-1,-1,0,1,-1,1,1,1,1,0,1,1,1,-1,0,1,1,1
722,-1,0,1,0,0,0,1,-1,-1,1,-1,-1,1,1,0,0,-1,0,0,0,1
723,-1,1,0,0,1,1,-1,1,-1,1,0,0,0,-1,0,-1,1,1,1,0,1
724,-1,1,1,1,0,0,1,0,-1,1,0,0,1,0,0,0,0,1,0,0,0
725,-1,-1,0,0,-1,1,0,0,0,0,-1,-1,1,-1,-1,1,0,1,1,0,0
726,1,0,0,1,0,1,-1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
727,1,-1,1,0,0,1,-1,1,-1,-1,0,1,0,1,1,1,0,1,1,0,1
728,0,0,1,0,1,0,-1,0,1,0,0,-1,1,-1,0,1,0,1,1,1,1
729,0,-1,0,0,1,0,0,-1,0,-1,1,-1,1,-1,0,0,1,1,0,-1,1
730,0,0,0,0,1,0,1,-1,1,1,-1,-1,0,0,0,0,1,0,-1,1,1
731,-1,1,-1,0,-1,-1,0,1,0,0,1,-1,1,0,0,-1,0,0,1,0,1
732,-1,0,1,-1,-1,-1,-1,-1,0,0,-1,1,1,-1,0,0,-1,0,0,0,0
733,1,0,-1,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,1,1,0,1
734,1,-1,1,0,1,1,0,0,-1,0,1,1,1,-1,0,0,1,1,1,-1,1
735,1,0,0,1,0,1,0,0,0,0,0,1,1,-1,0,0,-1,-1,-1,-1,0
736,-1,0,0,1,-1,1,0,1,0,0,1,0,0,0,-1,-1,0,1,0,-1,0
737,0,1,1,0,-1,1,1,1,0,0,-1,1,0,1,-1,0,-1,-1,-1,0,0
738,1,0,1,1,-1,0,1,1,0,-1,0,-1,0,1,1,-1,1,-1,1,0,1
739,-1,-1,0,1,1,0,0,1,1,0,0,0,-1,1,1,0,0,0,0,0,0
740,1,0,-1,1,0,0,0,-1,0,-1,-1,-1,0,0,1,0,-1,1,0,0,1
741,-1,-1,1,-1,0,-1,-1,1,-1,0,0,1,1,-1,-1,-1,-1,1,0,1,0
742,0,-1,1,1,1,1,-1,0,1,0,0,0,1,1,0,0,-1,0,0,0,1
743,-1,1,1,0,1,1,-1,0,1,0,0,-1,-1,1,-1,-1,0,0,-1,1,0
744,1,-1,1,1,0,0,0,-1,1,1,-1,-1,0,0,0,0,-1,1,0,0,1
745,1,0,0,1,0,1,1,0,-1,0,1,0,1,-1,0,-1,1,0,0,1,0
746,0,1,1,-1,-1,1,1,1,0,-1,-1,0,1,0,1,-1,-1,0,1,-1,0
747,1,-1,1,1,1,0,0,1,1,1,-1,1,0,1,-1,1,1,-1,1,1,0
748,0,1,0,1,-1,-1,-1,0,1,0,0,0,1,0,0,1,-1,1,0,-1,0
749,0,1,1,-1,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0
